"","datetime","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"dtime.20213","2006-4-22 6:00:00",60,61,55,63,55,64,60,63,57,64,63
"dtime.20214","2006-4-22 7:00:00",62,61,55,62,55,64,60,62,59,64,63
"dtime.20215","2006-4-22 8:00:00",62,62,57,66,57,66,62,64,59,65,61
"dtime.20216","2006-4-22 9:00:00",65,61,59,69,59,64,63,64,61,64,61
"dtime.20217","2006-4-22 10:00:00",67,61,61,71,60,65,64,66,62,64,60
"dtime.20218","2006-4-22 11:00:00",71,62,62,73,61,65,64,66,62,65,61
"dtime.20219","2006-4-22 12:00:00",74,63,62,72,61,66,65,65,63,67,63
"dtime.20220","2006-4-22 13:00:00",74,65,63,73,60,66,65,65,64,66,66
"dtime.20221","2006-4-22 14:00:00",73,67,62,74,60,68,65,65,67,66,66
"dtime.20222","2006-4-22 15:00:00",70,67,62,71,61,65,65,65,66,65,68
"dtime.20223","2006-4-22 16:00:00",69,64,62,65,61,64,64,63,63,65,68
"dtime.20224","2006-4-22 17:00:00",64,63,62,65,60,64,63,64,62,65,63
"dtime.20225","2006-4-22 18:00:00",64,64,62,66,61,66,64,64,62,65,63
"dtime.20226","2006-4-22 19:00:00",63,63,62,65,61,66,64,65,62,66,63
"dtime.20227","2006-4-22 20:00:00",63,62,61,65,61,64,64,65,60,65,62
"dtime.20228","2006-4-22 21:00:00",63,58,60,64,60,62,62,65,58,63,59
"dtime.20229","2006-4-22 22:00:00",63,57,60,64,60,62,60,65,55,63,58
"dtime.20230","2006-4-22 23:00:00",63,56,60,64,60,61,59,64,53,62,56
"dtime.20231","2006-4-22 24:00:00",64,55,60,64,60,61,59,64,53,61,55
"dtime.20232","2006-4-23 1:00:00",64,56,60,64,60,62,58,64,53,61,54
"dtime.20233","2006-4-23 2:00:00",64,56,60,64,60,61,56,63,52,60,54
"dtime.20234","2006-4-23 3:00:00",63,56,58,64,59,61,55,63,52,60,53
"dtime.20235","2006-4-23 4:00:00",63,56,58,63,61,61,54,61,52,60,53
"dtime.20236","2006-4-23 5:00:00",64,55,58,63,60,60,53,61,51,59,53
"dtime.20237","2006-4-23 6:00:00",62,55,57,62,60,60,52,56,50,58,54
"dtime.20238","2006-4-23 7:00:00",60,54,55,60,56,59,52,55,52,57,54
"dtime.20239","2006-4-23 8:00:00",60,54,54,61,56,59,52,59,52,59,55
"dtime.20240","2006-4-23 9:00:00",58,58,53,61,55,60,54,60,53,60,58
"dtime.20241","2006-4-23 10:00:00",61,61,53,63,55,62,55,62,54,62,61
"dtime.20242","2006-4-23 11:00:00",63,64,54,68,56,66,59,67,58,67,63
"dtime.20243","2006-4-23 12:00:00",65,69,57,72,59,72,63,71,60,72,66
"dtime.20244","2006-4-23 13:00:00",68,71,59,79,63,76,67,76,66,76,69
"dtime.20245","2006-4-23 14:00:00",73,73,60,80,60,78,73,78,71,79,71
"dtime.20246","2006-4-23 15:00:00",73,74,62,82,63,79,75,80,73,79,74
"dtime.20247","2006-4-23 16:00:00",75,76,64,82,66,80,78,81,77,81,76
"dtime.20248","2006-4-23 17:00:00",74,75,66,82,68,80,77,81,76,80,76
"dtime.20249","2006-4-23 18:00:00",73,75,67,81,67,79,79,81,77,80,76
"dtime.20250","2006-4-23 19:00:00",70,73,66,77,66,77,75,76,74,77,72
"dtime.20251","2006-4-23 20:00:00",66,66,60,72,61,71,70,72,65,72,68
"dtime.20252","2006-4-23 21:00:00",66,60,57,69,58,64,67,65,61,67,61
"dtime.20253","2006-4-23 22:00:00",63,56,57,67,57,63,63,61,58,64,55
"dtime.20254","2006-4-23 23:00:00",61,58,57,67,56,64,62,62,59,64,56
"dtime.20255","2006-4-23 24:00:00",61,56,57,66,56,64,60,64,59,63,50
"dtime.20256","2006-4-24 1:00:00",61,52,57,67,57,60,60,65,58,64,49
"dtime.20257","2006-4-24 2:00:00",60,53,57,67,58,62,59,64,55,62,48
"dtime.20258","2006-4-24 3:00:00",61,54,54,66,56,61,58,63,53,62,47
"dtime.20259","2006-4-24 4:00:00",64,49,56,64,56,56,58,58,54,57,47
"dtime.20260","2006-4-24 5:00:00",64,48,56,62,56,56,58,56,54,55,45
"dtime.20261","2006-4-24 6:00:00",64,52,56,60,56,57,58,55,50,56,47
"dtime.20262","2006-4-24 7:00:00",62,52,55,61,56,57,57,55,53,56,48
"dtime.20263","2006-4-24 8:00:00",62,57,56,65,58,62,59,62,55,62,54
"dtime.20264","2006-4-24 9:00:00",64,63,57,70,58,66,61,70,62,68,63
"dtime.20265","2006-4-24 10:00:00",65,65,59,73,59,69,71,74,69,71,67
"dtime.20266","2006-4-24 11:00:00",68,67,64,76,59,73,75,76,71,73,69
"dtime.20267","2006-4-24 12:00:00",71,70,68,79,63,75,76,78,72,75,71
"dtime.20268","2006-4-24 13:00:00",76,72,70,81,68,77,77,80,73,78,71
"dtime.20269","2006-4-24 14:00:00",74,75,72,82,68,80,79,81,75,80,75
"dtime.20270","2006-4-24 15:00:00",78,76,72,83,69,80,79,81,78,80,75
"dtime.20271","2006-4-24 16:00:00",78,76,72,82,71,81,79,81,80,81,77
"dtime.20272","2006-4-24 17:00:00",77,77,72,82,71,81,77,82,79,81,77
"dtime.20273","2006-4-24 18:00:00",75,76,70,82,71,80,79,82,80,81,77
"dtime.20274","2006-4-24 19:00:00",72,74,68,80,69,78,76,79,78,79,75
"dtime.20275","2006-4-24 20:00:00",67,71,60,70,62,74,71,69,71,74,70
"dtime.20276","2006-4-24 21:00:00",64,65,58,66,57,67,64,63,67,67,68
"dtime.20277","2006-4-24 22:00:00",62,59,55,62,56,65,63,61,64,65,62
"dtime.20278","2006-4-24 23:00:00",59,54,54,63,55,63,60,61,61,64,57
"dtime.20279","2006-4-24 24:00:00",58,52,53,62,53,60,57,63,60,62,56
"dtime.20280","2006-4-25 1:00:00",56,51,52,61,54,58,56,62,58,60,54
"dtime.20281","2006-4-25 2:00:00",56,50,51,58,53,59,54,59,56,59,51
"dtime.20282","2006-4-25 3:00:00",56,50,50,57,52,59,54,58,54,57,47
"dtime.20283","2006-4-25 4:00:00",55,49,49,58,52,58,53,55,53,55,46
"dtime.20284","2006-4-25 5:00:00",54,50,47,58,50,58,52,54,50,55,44
"dtime.20285","2006-4-25 6:00:00",53,48,45,56,48,55,50,53,50,54,43
"dtime.20286","2006-4-25 7:00:00",54,47,45,56,49,55,50,55,49,54,43
"dtime.20287","2006-4-25 8:00:00",59,52,52,60,54,59,54,60,53,58,48
"dtime.20288","2006-4-25 9:00:00",64,57,60,64,62,63,61,63,60,63,55
"dtime.20289","2006-4-25 10:00:00",69,64,65,70,65,68,68,68,65,67,64
"dtime.20290","2006-4-25 11:00:00",71,67,67,73,67,71,71,72,69,71,70
"dtime.20291","2006-4-25 12:00:00",72,70,69,76,70,75,73,76,71,75,73
"dtime.20292","2006-4-25 13:00:00",72,73,71,80,72,78,76,78,73,78,74
"dtime.20293","2006-4-25 14:00:00",72,75,72,82,74,80,78,81,76,80,76
"dtime.20294","2006-4-25 15:00:00",73,77,73,84,74,81,81,82,78,81,78
"dtime.20295","2006-4-25 16:00:00",73,77,74,85,74,82,81,83,79,82,78
"dtime.20296","2006-4-25 17:00:00",73,76,74,85,72,80,81,83,79,81,77
"dtime.20297","2006-4-25 18:00:00",71,75,74,83,72,80,82,82,79,81,77
"dtime.20298","2006-4-25 19:00:00",67,71,70,82,70,79,79,81,76,79,72
"dtime.20299","2006-4-25 20:00:00",64,64,63,73,64,72,73,71,70,73,63
"dtime.20300","2006-4-25 21:00:00",62,61,61,71,62,69,71,71,63,70,59
"dtime.20301","2006-4-25 22:00:00",62,60,61,71,61,68,63,68,57,68,57
"dtime.20302","2006-4-25 23:00:00",63,59,60,69,62,66,60,65,55,65,54
"dtime.20303","2006-4-25 24:00:00",62,56,56,68,59,64,58,65,53,63,54
"dtime.20304","2006-4-26 1:00:00",62,54,55,65,54,62,56,62,53,61,52
"dtime.20305","2006-4-26 2:00:00",58,53,54,64,52,60,56,59,53,58,51
"dtime.20306","2006-4-26 3:00:00",58,52,50,59,49,57,55,57,51,56,51
"dtime.20307","2006-4-26 4:00:00",57,50,48,57,46,55,53,57,50,55,50
"dtime.20308","2006-4-26 5:00:00",56,49,46,57,46,54,53,56,50,54,48
"dtime.20309","2006-4-26 6:00:00",55,49,45,56,46,54,53,55,47,54,48
"dtime.20310","2006-4-26 7:00:00",53,48,45,57,46,53,50,55,46,54,45
"dtime.20311","2006-4-26 8:00:00",51,48,45,56,49,53,49,54,46,53,44
"dtime.20312","2006-4-26 9:00:00",51,47,47,54,50,53,49,52,46,53,45
"dtime.20313","2006-4-26 10:00:00",52,48,50,54,52,53,52,52,47,53,47
"dtime.20314","2006-4-26 11:00:00",53,50,51,54,53,52,55,54,50,53,51
"dtime.20315","2006-4-26 12:00:00",53,52,53,55,54,53,55,55,51,54,52
"dtime.20316","2006-4-26 13:00:00",56,53,55,56,54,53,55,57,52,55,54
"dtime.20317","2006-4-26 14:00:00",56,53,56,56,56,53,56,58,52,55,54
"dtime.20318","2006-4-26 15:00:00",56,53,56,57,55,53,56,58,53,55,54
"dtime.20319","2006-4-26 16:00:00",56,52,56,56,56,53,56,58,52,54,55
"dtime.20320","2006-4-26 17:00:00",54,52,54,56,55,53,55,56,53,53,53
"dtime.20321","2006-4-26 18:00:00",53,52,52,54,53,53,55,56,52,54,54
"dtime.20322","2006-4-26 19:00:00",53,52,52,53,52,53,55,56,52,54,54
"dtime.20323","2006-4-26 20:00:00",52,50,51,53,51,52,54,54,51,53,52
"dtime.20324","2006-4-26 21:00:00",52,49,49,53,49,52,54,54,49,53,51
"dtime.20325","2006-4-26 22:00:00",52,48,49,53,48,52,53,53,48,52,50
"dtime.20326","2006-4-26 23:00:00",52,47,46,52,46,52,50,53,44,53,47
"dtime.20327","2006-4-26 24:00:00",52,48,46,52,46,52,49,53,43,52,47
"dtime.20328","2006-4-27 1:00:00",52,47,43,51,46,52,49,51,43,52,46
"dtime.20329","2006-4-27 2:00:00",52,47,43,52,44,52,48,52,43,51,45
"dtime.20330","2006-4-27 3:00:00",52,46,42,52,44,51,47,50,41,50,44
"dtime.20331","2006-4-27 4:00:00",52,46,41,52,43,51,46,49,42,49,44
"dtime.20332","2006-4-27 5:00:00",51,46,41,52,44,51,44,50,41,50,42
"dtime.20333","2006-4-27 6:00:00",50,44,39,52,41,50,44,52,38,50,43
"dtime.20334","2006-4-27 7:00:00",50,45,41,53,44,51,44,52,38,50,41
"dtime.20335","2006-4-27 8:00:00",54,46,47,55,49,52,48,54,46,52,43
"dtime.20336","2006-4-27 9:00:00",55,49,53,56,55,53,53,55,52,54,47
"dtime.20337","2006-4-27 10:00:00",60,52,58,60,59,55,61,58,58,55,53
"dtime.20338","2006-4-27 11:00:00",63,57,62,62,64,57,65,61,62,59,59
"dtime.20339","2006-4-27 12:00:00",63,59,65,62,66,58,67,62,63,60,62
"dtime.20340","2006-4-27 13:00:00",64,61,68,63,68,60,68,64,66,62,63
"dtime.20341","2006-4-27 14:00:00",64,64,69,63,69,62,70,65,67,63,66
"dtime.20342","2006-4-27 15:00:00",63,65,69,64,71,63,71,67,68,65,68
"dtime.20343","2006-4-27 16:00:00",63,66,69,65,69,63,71,67,69,65,70
"dtime.20344","2006-4-27 17:00:00",64,67,68,64,71,64,71,66,68,66,70
"dtime.20345","2006-4-27 18:00:00",63,67,66,63,67,64,70,65,67,66,68
"dtime.20346","2006-4-27 19:00:00",62,65,64,61,64,62,69,63,67,65,68
"dtime.20347","2006-4-27 20:00:00",58,58,61,57,60,55,63,58,61,58,62
"dtime.20348","2006-4-27 21:00:00",56,52,52,55,57,52,57,52,54,52,56
"dtime.20349","2006-4-27 22:00:00",53,48,52,52,55,50,55,49,52,49,53
"dtime.20350","2006-4-27 23:00:00",52,46,48,49,53,47,54,47,49,48,49
"dtime.20351","2006-4-27 24:00:00",50,45,47,47,54,48,51,46,48,48,48
"dtime.20352","2006-4-28 1:00:00",49,44,48,46,55,48,50,45,48,47,46
"dtime.20353","2006-4-28 2:00:00",48,43,50,45,56,47,49,43,46,46,45
"dtime.20354","2006-4-28 3:00:00",50,42,44,45,55,44,48,43,44,44,45
"dtime.20355","2006-4-28 4:00:00",50,41,50,44,55,43,46,43,44,43,45
"dtime.20356","2006-4-28 5:00:00",50,41,47,44,54,42,47,43,49,42,43
"dtime.20357","2006-4-28 6:00:00",51,40,51,43,52,41,49,43,50,41,43
"dtime.20358","2006-4-28 7:00:00",55,41,51,44,53,43,51,46,50,44,44
"dtime.20359","2006-4-28 8:00:00",56,49,53,53,55,53,54,53,52,53,47
"dtime.20360","2006-4-28 9:00:00",61,53,55,59,56,57,56,59,54,58,52
"dtime.20361","2006-4-28 10:00:00",62,57,57,63,58,60,57,63,53,61,55
"dtime.20362","2006-4-28 11:00:00",63,60,59,65,60,63,62,64,57,63,58
"dtime.20363","2006-4-28 12:00:00",65,63,61,67,60,66,64,66,60,65,60
"dtime.20364","2006-4-28 13:00:00",66,64,62,68,62,68,65,67,62,67,62
"dtime.20365","2006-4-28 14:00:00",63,65,61,69,62,70,66,69,64,69,65
"dtime.20366","2006-4-28 15:00:00",62,66,62,69,61,70,67,70,64,70,65
"dtime.20367","2006-4-28 16:00:00",62,69,61,68,60,72,70,69,65,72,68
"dtime.20368","2006-4-28 17:00:00",60,67,60,68,59,70,67,69,64,70,66
"dtime.20369","2006-4-28 18:00:00",57,66,59,66,56,69,68,69,64,69,65
"dtime.20370","2006-4-28 19:00:00",55,64,57,63,55,67,65,66,62,67,63
"dtime.20371","2006-4-28 20:00:00",54,61,53,57,51,63,60,60,58,62,60
"dtime.20372","2006-4-28 21:00:00",53,56,47,53,49,58,55,55,51,58,53
"dtime.20373","2006-4-28 22:00:00",50,51,44,52,47,55,50,52,45,54,48
"dtime.20374","2006-4-28 23:00:00",47,49,40,51,45,53,48,47,44,50,45
"dtime.20375","2006-4-28 24:00:00",46,47,39,50,42,49,47,45,42,47,44
"dtime.20376","2006-4-29 1:00:00",45,43,38,45,42,46,45,44,40,45,40
"dtime.20377","2006-4-29 2:00:00",45,39,37,43,40,42,42,41,40,41,37
"dtime.20378","2006-4-29 3:00:00",44,38,38,43,42,42,42,39,38,41,37
"dtime.20379","2006-4-29 4:00:00",47,36,40,42,42,40,41,38,37,39,34
"dtime.20380","2006-4-29 5:00:00",48,35,37,40,40,40,40,37,36,38,36
"dtime.20381","2006-4-29 6:00:00",47,34,39,42,41,39,38,37,37,37,34
"dtime.20382","2006-4-29 7:00:00",48,35,41,43,46,40,39,42,39,39,34
"dtime.20383","2006-4-29 8:00:00",53,42,47,50,51,46,46,49,45,46,39
"dtime.20384","2006-4-29 9:00:00",55,50,51,56,54,54,53,54,51,54,46
"dtime.20385","2006-4-29 10:00:00",57,56,54,60,56,59,60,60,56,59,54
"dtime.20386","2006-4-29 11:00:00",58,59,56,61,58,61,62,62,59,61,59
"dtime.20387","2006-4-29 12:00:00",60,62,58,63,59,63,64,63,60,63,62
"dtime.20388","2006-4-29 13:00:00",60,65,59,64,60,64,64,65,62,65,64
"dtime.20389","2006-4-29 14:00:00",61,67,60,65,60,66,66,66,64,66,66
"dtime.20390","2006-4-29 15:00:00",62,68,61,65,60,68,69,67,66,68,68
"dtime.20391","2006-4-29 16:00:00",62,68,61,65,60,68,68,67,66,68,69
"dtime.20392","2006-4-29 17:00:00",60,69,59,63,58,68,66,67,65,68,70
"dtime.20393","2006-4-29 18:00:00",57,68,58,62,57,67,67,65,65,67,69
"dtime.20394","2006-4-29 19:00:00",55,66,56,59,54,64,63,63,61,65,66
"dtime.20395","2006-4-29 20:00:00",52,62,50,54,50,60,59,59,58,61,63
"dtime.20396","2006-4-29 21:00:00",51,54,44,52,48,54,53,54,51,54,56
"dtime.20397","2006-4-29 22:00:00",49,53,43,47,45,52,49,50,46,52,52
"dtime.20398","2006-4-29 23:00:00",47,50,42,42,45,49,47,46,45,51,49
"dtime.20399","2006-4-29 24:00:00",43,51,38,40,42,48,46,42,44,48,48
"dtime.20400","2006-4-30 1:00:00",45,49,39,39,41,46,43,39,42,46,43
"dtime.20401","2006-4-30 2:00:00",42,44,37,37,40,43,41,37,38,42,42
"dtime.20402","2006-4-30 3:00:00",43,43,35,38,40,42,40,37,38,41,42
"dtime.20403","2006-4-30 4:00:00",47,42,37,38,39,41,40,37,38,41,43
"dtime.20404","2006-4-30 5:00:00",47,42,39,39,38,41,39,37,37,40,42
"dtime.20405","2006-4-30 6:00:00",48,41,38,41,39,40,39,39,38,39,43
"dtime.20406","2006-4-30 7:00:00",47,42,39,44,43,41,40,40,38,41,43
"dtime.20407","2006-4-30 8:00:00",52,47,48,49,52,46,46,48,44,46,46
"dtime.20408","2006-4-30 9:00:00",55,51,53,55,56,52,52,53,49,52,49
"dtime.20409","2006-4-30 10:00:00",60,54,57,59,57,56,55,58,52,55,53
"dtime.20410","2006-4-30 11:00:00",62,56,59,62,60,59,60,62,56,59,56
"dtime.20411","2006-4-30 12:00:00",62,59,61,64,63,60,63,63,58,61,61
"dtime.20412","2006-4-30 13:00:00",63,62,62,64,64,62,63,64,59,62,64
"dtime.20413","2006-4-30 14:00:00",63,63,62,65,65,63,66,66,61,63,66
"dtime.20414","2006-4-30 15:00:00",63,65,62,65,64,65,66,67,63,64,68
"dtime.20415","2006-4-30 16:00:00",62,66,62,66,64,66,69,66,65,66,68
"dtime.20416","2006-4-30 17:00:00",60,66,62,65,63,66,67,66,65,65,69
"dtime.20417","2006-4-30 18:00:00",60,65,61,64,62,65,67,65,65,65,66
"dtime.20418","2006-4-30 19:00:00",58,62,59,61,58,63,65,63,64,64,64
"dtime.20419","2006-4-30 20:00:00",55,59,54,56,54,58,60,57,59,59,61
"dtime.20420","2006-4-30 21:00:00",54,55,51,53,53,55,53,54,49,54,56
"dtime.20421","2006-4-30 22:00:00",53,53,48,50,51,53,50,51,47,53,53
"dtime.20422","2006-4-30 23:00:00",50,52,49,50,51,50,47,51,45,49,50
"dtime.20423","2006-4-30 24:00:00",49,52,46,49,51,48,45,50,44,47,48
"dtime.20424","2006-5-1 1:00:00",48,49,45,47,51,47,44,49,41,46,48
"dtime.20425","2006-5-1 2:00:00",48,48,42,46,49,46,41,46,39,46,46
"dtime.20426","2006-5-1 3:00:00",49,45,40,45,49,44,41,45,39,43,46
"dtime.20427","2006-5-1 4:00:00",49,43,41,45,47,42,41,43,38,41,44
"dtime.20428","2006-5-1 5:00:00",47,43,42,45,48,42,43,44,39,41,42
"dtime.20429","2006-5-1 6:00:00",47,45,40,45,49,43,40,44,41,42,44
"dtime.20430","2006-5-1 7:00:00",49,47,42,46,51,45,43,44,42,44,45
"dtime.20431","2006-5-1 8:00:00",52,49,51,51,53,50,48,50,46,51,48
"dtime.20432","2006-5-1 9:00:00",55,54,54,55,56,54,55,56,55,55,53
"dtime.20433","2006-5-1 10:00:00",56,58,56,58,58,58,60,60,58,59,57
"dtime.20434","2006-5-1 11:00:00",58,60,59,60,60,61,64,62,62,62,62
"dtime.20435","2006-5-1 12:00:00",58,63,59,61,61,64,65,63,64,64,64
"dtime.20436","2006-5-1 13:00:00",59,65,60,62,63,66,67,64,65,66,66
"dtime.20437","2006-5-1 14:00:00",62,67,62,61,62,68,68,64,66,68,69
"dtime.20438","2006-5-1 15:00:00",60,69,60,63,62,69,70,66,69,70,70
"dtime.20439","2006-5-1 16:00:00",58,70,60,63,60,69,70,65,69,70,71
"dtime.20440","2006-5-1 17:00:00",58,70,60,63,60,68,68,65,68,69,71
"dtime.20441","2006-5-1 18:00:00",56,69,62,62,61,67,66,64,67,68,71
"dtime.20442","2006-5-1 19:00:00",58,67,59,59,58,65,64,62,65,66,68
"dtime.20443","2006-5-1 20:00:00",56,63,57,56,55,62,61,60,62,63,65
"dtime.20444","2006-5-1 21:00:00",54,55,53,54,52,58,56,55,57,59,57
"dtime.20445","2006-5-1 22:00:00",52,56,48,50,46,56,53,52,54,57,54
"dtime.20446","2006-5-1 23:00:00",51,53,47,46,46,52,50,45,49,53,51
"dtime.20447","2006-5-1 24:00:00",47,48,44,45,43,48,48,43,47,48,46
"dtime.20448","2006-5-2 1:00:00",45,46,39,43,38,46,47,42,47,46,45
"dtime.20449","2006-5-2 2:00:00",44,44,40,41,40,45,45,39,44,44,44
"dtime.20450","2006-5-2 3:00:00",42,43,38,39,39,42,45,38,42,43,44
"dtime.20451","2006-5-2 4:00:00",42,41,39,39,39,43,43,37,42,42,42
"dtime.20452","2006-5-2 5:00:00",43,40,38,38,39,42,42,37,41,42,41
"dtime.20453","2006-5-2 6:00:00",43,38,39,38,39,39,41,37,38,39,41
"dtime.20454","2006-5-2 7:00:00",44,40,40,40,41,39,41,39,40,41,41
"dtime.20455","2006-5-2 8:00:00",54,49,47,49,48,51,48,49,46,50,49
"dtime.20456","2006-5-2 9:00:00",56,56,53,55,54,57,56,59,54,58,57
"dtime.20457","2006-5-2 10:00:00",60,62,58,61,58,63,63,62,62,63,63
"dtime.20458","2006-5-2 11:00:00",62,66,60,64,60,65,69,67,68,67,67
"dtime.20459","2006-5-2 12:00:00",63,69,63,68,64,70,74,71,72,71,71
"dtime.20460","2006-5-2 13:00:00",66,71,65,72,67,73,76,74,74,74,72
"dtime.20461","2006-5-2 14:00:00",70,73,67,74,69,75,78,77,75,76,76
"dtime.20462","2006-5-2 15:00:00",73,71,71,76,72,75,79,78,77,76,73
"dtime.20463","2006-5-2 16:00:00",73,71,72,78,72,75,80,80,78,76,71
"dtime.20464","2006-5-2 17:00:00",75,71,73,79,70,74,80,78,75,75,70
"dtime.20465","2006-5-2 18:00:00",74,70,69,78,67,73,77,75,74,74,70
"dtime.20466","2006-5-2 19:00:00",68,69,67,74,65,72,74,73,71,73,70
"dtime.20467","2006-5-2 20:00:00",62,64,58,71,60,66,71,70,69,67,67
"dtime.20468","2006-5-2 21:00:00",60,57,54,64,56,59,65,61,65,61,61
"dtime.20469","2006-5-2 22:00:00",58,56,53,61,54,60,65,57,62,60,56
"dtime.20470","2006-5-2 23:00:00",57,60,52,61,51,61,63,56,58,60,55
"dtime.20471","2006-5-2 24:00:00",60,59,53,59,50,59,60,56,57,58,53
"dtime.20472","2006-5-3 1:00:00",59,56,53,59,50,60,59,54,54,59,52
"dtime.20473","2006-5-3 2:00:00",58,56,52,57,51,60,56,53,55,59,54
"dtime.20474","2006-5-3 3:00:00",64,56,51,57,51,60,55,52,55,58,54
"dtime.20475","2006-5-3 4:00:00",63,56,50,56,51,59,55,54,59,57,54
"dtime.20476","2006-5-3 5:00:00",62,56,47,57,51,57,56,55,56,56,54
"dtime.20477","2006-5-3 6:00:00",59,55,45,56,51,56,59,54,55,54,52
"dtime.20478","2006-5-3 7:00:00",59,52,45,57,51,56,61,57,56,54,51
"dtime.20479","2006-5-3 8:00:00",65,59,51,62,54,62,63,60,59,61,55
"dtime.20480","2006-5-3 9:00:00",66,61,56,67,58,67,65,64,64,67,58
"dtime.20481","2006-5-3 10:00:00",67,65,61,71,59,70,71,68,66,71,65
"dtime.20482","2006-5-3 11:00:00",67,65,63,72,59,72,72,72,69,72,63
"dtime.20483","2006-5-3 12:00:00",67,65,65,75,61,74,73,74,70,73,62
"dtime.20484","2006-5-3 13:00:00",69,62,65,77,64,71,74,74,71,69,63
"dtime.20485","2006-5-3 14:00:00",70,64,66,78,69,70,74,73,72,71,63
"dtime.20486","2006-5-3 15:00:00",69,66,71,68,72,71,73,76,73,73,68
"dtime.20487","2006-5-3 16:00:00",71,65,71,66,74,72,71,73,72,73,69
"dtime.20488","2006-5-3 17:00:00",70,66,72,71,75,71,74,77,72,73,69
"dtime.20489","2006-5-3 18:00:00",70,67,72,71,74,72,73,76,73,73,70
"dtime.20490","2006-5-3 19:00:00",68,66,71,71,74,71,73,72,71,71,68
"dtime.20491","2006-5-3 20:00:00",64,63,66,67,70,68,71,68,69,68,65
"dtime.20492","2006-5-3 21:00:00",61,57,62,62,67,63,64,61,64,62,61
"dtime.20493","2006-5-3 22:00:00",60,59,55,59,65,61,62,57,63,61,59
"dtime.20494","2006-5-3 23:00:00",57,55,58,57,62,60,66,55,63,60,55
"dtime.20495","2006-5-3 24:00:00",58,51,50,57,56,58,64,60,61,59,54
"dtime.20496","2006-5-4 1:00:00",58,52,52,59,54,58,64,62,61,58,53
"dtime.20497","2006-5-4 2:00:00",58,49,53,59,53,57,61,60,57,57,52
"dtime.20498","2006-5-4 3:00:00",60,48,52,57,52,56,59,59,56,56,51
"dtime.20499","2006-5-4 4:00:00",58,47,48,58,51,55,58,58,57,54,48
"dtime.20500","2006-5-4 5:00:00",56,46,46,56,53,53,56,56,57,52,46
"dtime.20501","2006-5-4 6:00:00",52,45,46,54,51,51,55,55,56,50,45
"dtime.20502","2006-5-4 7:00:00",54,45,48,54,52,51,54,51,53,50,45
"dtime.20503","2006-5-4 8:00:00",61,52,55,61,58,59,59,60,60,59,51
"dtime.20504","2006-5-4 9:00:00",63,60,62,66,62,66,65,66,65,66,58
"dtime.20505","2006-5-4 10:00:00",67,65,66,70,66,71,72,71,70,71,63
"dtime.20506","2006-5-4 11:00:00",70,70,69,72,70,73,75,73,73,74,69
"dtime.20507","2006-5-4 12:00:00",72,74,73,76,74,76,78,76,75,76,72
"dtime.20508","2006-5-4 13:00:00",72,75,75,78,76,78,80,80,78,79,75
"dtime.20509","2006-5-4 14:00:00",72,77,77,79,78,79,81,80,80,80,79
"dtime.20510","2006-5-4 15:00:00",75,79,78,81,80,81,83,81,81,81,80
"dtime.20511","2006-5-4 16:00:00",77,80,79,82,80,81,84,81,82,81,81
"dtime.20512","2006-5-4 17:00:00",79,80,78,82,80,81,83,82,81,82,82
"dtime.20513","2006-5-4 18:00:00",78,79,78,81,79,81,83,81,81,82,80
"dtime.20514","2006-5-4 19:00:00",77,78,76,80,79,79,81,80,80,80,79
"dtime.20515","2006-5-4 20:00:00",71,73,70,70,74,70,73,71,73,73,74
"dtime.20516","2006-5-4 21:00:00",65,66,62,63,69,64,66,63,63,66,67
"dtime.20517","2006-5-4 22:00:00",64,67,64,63,66,64,64,61,60,64,65
"dtime.20518","2006-5-4 23:00:00",64,65,62,61,65,62,63,59,60,63,62
"dtime.20519","2006-5-4 24:00:00",63,65,62,60,64,63,63,57,58,64,66
"dtime.20520","2006-5-5 1:00:00",63,63,62,59,63,60,62,56,59,62,65
"dtime.20521","2006-5-5 2:00:00",61,60,60,61,61,60,62,56,60,62,62
"dtime.20522","2006-5-5 3:00:00",60,58,58,61,62,61,61,56,59,61,60
"dtime.20523","2006-5-5 4:00:00",58,59,56,61,62,61,59,61,57,61,60
"dtime.20524","2006-5-5 5:00:00",59,58,58,61,59,59,57,58,58,59,60
"dtime.20525","2006-5-5 6:00:00",58,56,55,61,60,58,59,58,58,59,59
"dtime.20526","2006-5-5 7:00:00",60,58,56,61,60,60,60,61,59,60,61
"dtime.20527","2006-5-5 8:00:00",69,64,64,64,65,66,65,65,63,65,62
"dtime.20528","2006-5-5 9:00:00",72,67,67,67,70,69,68,69,64,69,66
"dtime.20529","2006-5-5 10:00:00",71,69,69,72,72,73,73,73,70,73,70
"dtime.20530","2006-5-5 11:00:00",72,71,73,76,74,75,78,75,74,75,72
"dtime.20531","2006-5-5 12:00:00",73,74,74,78,77,78,80,80,78,78,74
"dtime.20532","2006-5-5 13:00:00",73,74,76,78,76,79,80,80,78,80,76
"dtime.20533","2006-5-5 14:00:00",74,74,77,81,78,79,81,81,80,79,78
"dtime.20534","2006-5-5 15:00:00",74,71,78,82,78,77,81,81,80,79,75
"dtime.20535","2006-5-5 16:00:00",75,71,79,82,79,75,81,81,76,77,70
"dtime.20536","2006-5-5 17:00:00",75,73,78,81,79,73,77,80,68,76,72
